loan_id,age,annual_income,employment_length,home_ownership,credit_score,credit_utilization,num_delinquencies,num_credit_lines,debt_to_income,months_since_last_delinq,loan_amount,loan_purpose,interest_rate,loan_term,default
LN-000667,22,44609.43,3,RENT,610,0.0677,0,9,0.3546,,29600.0,car,0.1968,60,0
LN-000668,47,70315.15,10,OWN,599,0.5623,0,10,0.4425,40.3,6100.0,car,0.1711,36,0
LN-000669,35,40284.66,1,OWN,659,0.0908,1,7,0.2517,78.3,6800.0,home_improvement,0.1137,36,0
LN-000670,21,52665.8,7,RENT,618,0.6302,0,10,0.3699,20.2,8700.0,car,0.1514,36,1
LN-000671,51,80855.59,5,RENT,623,0.1092,0,8,0.2238,47.6,3900.0,home_improvement,0.1689,36,0
LN-000672,45,54098.14,10,MORTGAGE,690,0.3946,0,13,0.4291,52.3,22800.0,home_improvement,0.1122,36,0
LN-000673,33,127357.28,2,MORTGAGE,644,0.4534,0,7,0.22,,31200.0,home_improvement,0.1579,36,0
LN-000674,26,101335.47,2,RENT,680,0.3342,2,7,0.1739,37.9,24000.0,small_business,0.1163,36,0
LN-000675,52,47995.45,2,RENT,590,0.3443,0,7,0.1392,,16800.0,other,0.1823,36,0
LN-000676,46,45760.31,0,OWN,613,0.1995,0,7,0.1163,2.3,33000.0,debt_consolidation,0.1753,36,0
LN-000677,70,9318.95,1,RENT,843,0.2536,0,7,0.65,16.3,23900.0,home_improvement,0.055,60,1
LN-000678,47,42365.88,10,RENT,624,0.4087,0,7,0.1602,59.1,26800.0,other,0.1875,60,0
LN-000679,46,22880.46,1,RENT,511,0.1623,1,13,0.3049,,22000.0,home_improvement,0.2605,36,1
LN-000680,39,58849.45,0,RENT,707,0.5728,0,8,0.2213,71.7,6100.0,debt_consolidation,0.1052,60,0
LN-000681,51,56484.55,2,MORTGAGE,623,0.3935,0,6,0.3288,,15100.0,small_business,0.1791,36,1
LN-000682,49,78238.21,2,RENT,699,0.3274,1,8,0.65,36.4,16400.0,debt_consolidation,0.1338,60,1
LN-000683,57,119133.77,5,MORTGAGE,672,0.0881,0,5,0.2359,,8500.0,home_improvement,0.1439,60,0
LN-000684,35,50728.26,0,RENT,723,0.1089,2,10,0.1663,40.3,5600.0,home_improvement,0.0857,36,0
LN-000685,36,202450.32,7,RENT,672,0.0837,0,10,0.2299,9.8,12600.0,debt_consolidation,0.1519,60,0
LN-000686,36,59247.03,7,OWN,661,0.3768,0,6,0.3071,,19500.0,debt_consolidation,0.1549,60,0
LN-000687,51,23479.2,1,MORTGAGE,771,0.3239,0,9,0.3498,36.3,20400.0,home_improvement,0.059,36,0
LN-000688,59,36781.74,7,RENT,502,0.1615,0,8,0.2318,,33400.0,medical,0.1938,36,1
LN-000689,36,41206.53,2,RENT,573,0.2559,0,14,0.4411,,29300.0,home_improvement,0.1885,60,1
LN-000690,36,73517.32,3,MORTGAGE,613,0.3544,1,4,0.2456,67.1,15100.0,small_business,0.1483,36,0
LN-000691,45,29192.0,10,MORTGAGE,544,0.3181,1,4,0.2337,65.7,25000.0,debt_consolidation,0.2192,36,0
LN-000692,39,43097.25,10,MORTGAGE,641,0.1101,0,8,0.1654,52.9,14000.0,other,0.138,60,0
LN-000693,53,46787.71,2,MORTGAGE,633,0.5532,0,5,0.6409,,25000.0,small_business,0.1514,36,1
LN-000694,21,39384.5,3,RENT,757,0.0105,0,14,0.2067,20.7,28700.0,debt_consolidation,0.0855,60,0
LN-000695,32,83855.41,2,OWN,672,0.3041,0,3,0.5907,6.7,13500.0,medical,0.0968,60,0
LN-000696,32,75719.64,3,RENT,662,0.4238,0,9,0.1679,,23500.0,other,0.1388,60,0
LN-000697,21,103770.84,5,RENT,649,0.171,0,10,0.1909,56.9,20300.0,debt_consolidation,0.1149,60,0
LN-000698,30,42251.07,0,MORTGAGE,595,0.2665,0,7,0.2961,,14300.0,debt_consolidation,0.1885,36,0
LN-000699,31,106034.16,10,RENT,751,0.1178,1,9,0.2108,71.9,31000.0,home_improvement,0.1378,60,0
LN-000700,39,22733.66,7,RENT,776,0.1696,0,5,0.2419,,19800.0,debt_consolidation,0.1178,60,0
LN-000701,55,22403.43,0,RENT,583,0.5487,0,8,0.106,,21500.0,debt_consolidation,0.1805,60,0
LN-000702,39,24877.5,10,MORTGAGE,809,0.3935,0,7,0.1544,75.8,14600.0,debt_consolidation,0.0798,36,0
LN-000703,29,51819.77,7,MORTGAGE,626,0.2338,0,9,0.3441,21.1,7900.0,car,0.1613,36,0
LN-000704,41,106024.65,2,MORTGAGE,619,0.1134,0,11,0.3402,,29200.0,debt_consolidation,0.1878,60,0
LN-000705,54,35907.98,3,RENT,717,0.2121,0,5,0.1677,33.8,18200.0,other,0.088,36,0
LN-000706,30,38715.06,10,RENT,724,0.2883,0,4,0.2515,52.7,16700.0,medical,0.1026,36,0
LN-000707,31,45269.52,10,MORTGAGE,674,0.1886,0,8,0.1397,,20700.0,car,0.134,60,0
LN-000708,48,72670.94,2,MORTGAGE,652,0.2374,1,8,0.3455,,30300.0,medical,0.1595,36,0
LN-000709,39,38693.42,5,MORTGAGE,773,0.0088,0,12,0.5182,,19800.0,home_improvement,0.0745,36,0
LN-000710,49,37419.6,10,RENT,630,0.2515,0,2,0.1263,20.5,6700.0,debt_consolidation,0.1541,36,0
LN-000711,41,22988.81,10,RENT,674,0.2351,1,6,0.321,57.7,34700.0,car,0.1239,60,1
LN-000712,50,36569.41,0,RENT,815,0.4595,0,7,0.1238,67.6,4600.0,car,0.055,60,0
LN-000713,29,104451.39,3,MORTGAGE,573,0.1812,0,7,0.5115,,12500.0,debt_consolidation,0.1999,60,0
LN-000714,41,54423.73,10,MORTGAGE,643,0.3737,0,7,0.65,19.5,29900.0,debt_consolidation,0.1433,36,0
LN-000715,39,33060.26,0,OWN,762,0.413,0,6,0.3063,63.2,4200.0,home_improvement,0.0855,60,0
LN-000716,27,108194.56,3,RENT,722,0.3768,0,5,0.1671,45.7,15500.0,debt_consolidation,0.055,60,0
LN-000717,23,36274.56,5,MORTGAGE,751,0.2909,1,9,0.2504,8.3,33200.0,car,0.088,60,0
LN-000718,50,120809.88,3,MORTGAGE,574,0.2962,1,3,0.3096,,15900.0,debt_consolidation,0.1812,36,1
LN-000719,37,119630.63,7,RENT,705,0.3955,0,11,0.3716,,12100.0,debt_consolidation,0.1312,60,0
LN-000720,29,53295.49,0,MORTGAGE,657,0.2176,0,7,0.1654,78.2,5600.0,other,0.1314,60,0
LN-000721,40,20970.46,7,MORTGAGE,850,0.2947,1,6,0.2194,54.5,33900.0,debt_consolidation,0.055,60,0
LN-000722,55,203556.8,2,RENT,744,0.1737,0,9,0.4392,67.2,20800.0,other,0.0717,36,0
LN-000723,21,65014.5,7,RENT,678,0.4753,1,10,0.3432,,4400.0,car,0.1229,36,0
LN-000724,24,42432.41,3,RENT,702,0.3935,0,7,0.1988,55.8,25700.0,debt_consolidation,0.1072,36,0
LN-000725,30,91461.81,0,MORTGAGE,684,0.1119,1,10,0.65,78.3,23700.0,debt_consolidation,0.1324,36,1
LN-000726,59,78541.44,10,RENT,735,0.2997,1,9,0.2215,74.8,26000.0,home_improvement,0.0885,36,0
LN-000727,45,113160.56,7,RENT,611,0.3601,0,5,0.1174,55.6,12100.0,debt_consolidation,0.1326,36,0
LN-000728,51,34634.01,2,RENT,789,0.5107,2,11,0.1777,,16600.0,car,0.055,60,0
LN-000729,28,62385.24,2,MORTGAGE,574,0.4486,1,7,0.6231,72.4,27100.0,small_business,0.1944,36,1
LN-000730,28,25297.93,5,OWN,696,0.3162,0,12,0.4528,,19100.0,small_business,0.1005,36,1
LN-000731,47,76864.59,10,OWN,614,0.0921,1,10,0.3662,54.1,24700.0,medical,0.2023,60,0
LN-000732,42,50829.53,2,MORTGAGE,683,0.2806,0,9,0.4403,,25500.0,debt_consolidation,0.1726,36,0
LN-000733,48,60998.56,10,RENT,759,0.2828,0,6,0.3711,,22000.0,other,0.0739,36,0
LN-000734,39,47201.93,2,RENT,543,0.2458,0,4,0.1815,,29600.0,home_improvement,0.2287,36,1
LN-000735,45,44329.55,7,MORTGAGE,666,0.4648,1,8,0.1691,43.0,7000.0,debt_consolidation,0.1275,36,0
LN-000736,43,30609.37,2,MORTGAGE,564,0.4079,2,15,0.196,75.9,24700.0,medical,0.1909,60,1
LN-000737,51,82806.19,0,MORTGAGE,657,0.4029,1,5,0.3464,16.8,34000.0,debt_consolidation,0.1809,60,0
LN-000738,51,125972.94,10,RENT,564,0.5002,0,18,0.3771,51.1,14900.0,home_improvement,0.2042,60,0
LN-000739,22,36901.19,1,OWN,692,0.3142,0,8,0.4682,66.7,18800.0,debt_consolidation,0.1162,36,0
LN-000740,21,71834.8,10,RENT,645,0.2979,0,14,0.65,27.0,26600.0,debt_consolidation,0.1609,36,0
LN-000741,54,66790.1,0,MORTGAGE,739,0.3579,0,12,0.5247,51.2,13500.0,small_business,0.0927,36,0
LN-000742,56,51785.15,1,OWN,778,0.0511,1,3,0.5107,82.4,30300.0,other,0.055,60,0
LN-000743,29,20620.53,10,MORTGAGE,680,0.2601,0,7,0.3331,3.7,32400.0,small_business,0.1279,36,0
LN-000744,21,23600.93,5,MORTGAGE,751,0.1717,0,6,0.2491,58.8,15400.0,debt_consolidation,0.0802,36,0
LN-000745,43,32254.43,1,MORTGAGE,790,0.3831,2,8,0.2974,63.8,25700.0,debt_consolidation,0.0822,60,0
LN-000746,53,14279.74,5,MORTGAGE,606,0.4823,1,18,0.1912,,20800.0,medical,0.167,60,0
LN-000747,63,119948.58,1,MORTGAGE,794,0.2898,0,7,0.1102,28.9,9100.0,small_business,0.0857,60,0
LN-000748,48,64255.46,10,RENT,677,0.0405,0,16,0.6443,,33800.0,home_improvement,0.1143,60,1
LN-000749,37,50616.02,0,RENT,601,0.7565,0,6,0.217,,11900.0,home_improvement,0.145,36,0
LN-000750,31,13847.48,3,MORTGAGE,703,0.2824,0,10,0.2646,11.4,13000.0,home_improvement,0.1352,60,0
LN-000751,42,17251.9,0,MORTGAGE,674,0.4131,0,12,0.2921,77.2,30000.0,debt_consolidation,0.1323,36,0
LN-000752,38,51461.81,5,MORTGAGE,567,0.5073,0,5,0.2702,68.8,29500.0,car,0.2347,60,0
LN-000753,29,168096.58,10,RENT,591,0.6915,0,9,0.1951,49.3,9800.0,other,0.178,36,0
LN-000754,66,33887.91,7,RENT,810,0.3012,1,7,0.171,,19100.0,debt_consolidation,0.0561,36,0
LN-000755,63,86532.8,2,MORTGAGE,702,0.6265,0,8,0.1039,71.9,31500.0,debt_consolidation,0.1261,36,0
LN-000756,55,38640.59,1,OWN,798,0.2652,1,10,0.315,,26800.0,medical,0.055,60,0
LN-000757,30,53270.8,1,RENT,646,0.0396,0,8,0.5883,76.7,20900.0,small_business,0.164,36,1
LN-000758,52,106810.37,10,RENT,615,0.3968,0,7,0.3154,38.1,10300.0,car,0.1759,60,0
LN-000759,49,41874.36,0,RENT,545,0.7036,0,10,0.1853,2.1,6400.0,small_business,0.1837,60,1
LN-000760,47,34061.98,5,MORTGAGE,757,0.0319,4,10,0.2358,11.9,5200.0,debt_consolidation,0.1128,36,0
LN-000761,56,120673.32,2,RENT,712,0.1389,0,6,0.3517,3.6,17100.0,small_business,0.0708,60,0
LN-000762,49,52962.25,10,MORTGAGE,647,0.6141,0,15,0.3881,42.5,19600.0,debt_consolidation,0.137,60,0
LN-000763,50,99183.11,3,RENT,616,0.5842,0,10,0.1885,3.0,19400.0,debt_consolidation,0.1947,36,0
LN-000764,49,34161.37,5,RENT,770,0.1261,2,7,0.1506,9.1,9900.0,other,0.0682,60,0
LN-000765,46,119850.99,10,RENT,665,0.4675,0,1,0.1651,51.8,17600.0,car,0.1476,36,0
LN-000766,21,60728.98,10,RENT,666,0.3675,1,6,0.3457,,29000.0,other,0.148,60,0
LN-000767,43,66894.54,5,MORTGAGE,631,0.2245,1,6,0.1361,12.5,15000.0,small_business,0.1471,36,0
LN-000768,35,55769.23,7,OWN,647,0.3306,1,3,0.1761,20.6,22000.0,small_business,0.1264,60,0
LN-000769,26,38052.23,5,MORTGAGE,724,0.2484,0,7,0.2605,6.0,16800.0,medical,0.0766,36,0
LN-000770,62,51482.14,3,OWN,566,0.2925,1,6,0.6332,,24000.0,debt_consolidation,0.1979,36,1
LN-000771,62,39515.4,0,RENT,686,0.1681,0,7,0.2057,,14700.0,other,0.1173,60,0
LN-000772,58,91649.58,7,OWN,756,0.3004,0,6,0.4031,52.4,32100.0,debt_consolidation,0.0746,60,0
LN-000773,45,45622.93,7,MORTGAGE,673,0.4761,2,9,0.1404,5.8,4200.0,debt_consolidation,0.125,60,0
LN-000774,58,20996.18,0,MORTGAGE,764,0.1012,0,7,0.2365,,5900.0,small_business,0.1215,60,0
LN-000775,42,18813.8,1,MORTGAGE,787,0.1652,0,9,0.1131,,16800.0,small_business,0.084,36,0
LN-000776,44,18287.43,7,RENT,752,0.0733,1,9,0.3043,,9900.0,debt_consolidation,0.0721,60,0
LN-000777,28,74666.17,1,RENT,637,0.2401,0,8,0.1897,22.1,4400.0,debt_consolidation,0.1283,60,0
LN-000778,46,25824.98,5,RENT,677,0.128,0,6,0.3005,,34500.0,debt_consolidation,0.1385,36,0
LN-000779,42,61700.76,7,RENT,707,0.0573,0,8,0.1892,66.5,24900.0,car,0.0915,36,0
LN-000780,26,55934.95,2,MORTGAGE,642,0.1289,0,7,0.5439,,13200.0,debt_consolidation,0.1528,60,0
LN-000781,41,49571.67,1,OWN,639,0.4436,0,2,0.2327,,32500.0,home_improvement,0.1767,60,0
LN-000782,41,67039.89,2,RENT,634,0.5383,0,12,0.2348,14.1,3100.0,other,0.184,60,1
LN-000783,63,56668.97,2,MORTGAGE,850,0.5317,7,13,0.2131,,9300.0,other,0.055,36,0
LN-000784,52,10139.18,5,MORTGAGE,658,0.4845,1,4,0.2908,79.9,29900.0,medical,0.1516,36,0
LN-000785,42,42439.08,7,RENT,765,0.267,0,8,0.3116,37.5,28700.0,debt_consolidation,0.055,36,1
LN-000786,44,66506.96,10,RENT,610,0.213,0,10,0.1805,75.1,6400.0,debt_consolidation,0.1492,36,0
LN-000787,42,137884.23,0,RENT,816,0.5206,0,7,0.2458,31.2,23200.0,debt_consolidation,0.055,36,0
LN-000788,39,141757.7,7,MORTGAGE,649,0.3869,0,13,0.337,73.6,2500.0,debt_consolidation,0.1543,36,0
LN-000789,29,22745.21,2,RENT,684,0.1369,0,11,0.5608,,6700.0,debt_consolidation,0.1388,36,1
LN-000790,40,41779.66,7,RENT,533,0.6348,0,9,0.4354,51.5,17200.0,medical,0.2069,36,1
LN-000791,33,20137.34,0,RENT,769,0.1372,1,9,0.3349,37.2,7200.0,debt_consolidation,0.093,36,0
LN-000792,26,128274.92,5,MORTGAGE,786,0.5353,0,19,0.512,,8600.0,car,0.0892,36,0
LN-000793,48,94628.48,5,MORTGAGE,585,0.4264,0,2,0.1448,,15900.0,small_business,0.1599,36,1
LN-000794,46,63598.98,2,RENT,773,0.4329,0,7,0.5361,,6300.0,small_business,0.0842,60,1
LN-000795,21,56934.51,10,MORTGAGE,573,0.1592,0,8,0.287,48.3,7100.0,home_improvement,0.1755,36,0
LN-000796,40,117992.77,0,OWN,730,0.212,0,10,0.2038,58.0,24400.0,debt_consolidation,0.1154,60,0
LN-000797,53,106595.34,1,RENT,656,0.179,0,12,0.2346,80.9,18300.0,debt_consolidation,0.163,36,0
LN-000798,54,103241.57,5,RENT,786,0.3218,0,10,0.4176,,14900.0,debt_consolidation,0.0754,36,0
LN-000799,54,67779.02,3,RENT,699,0.2056,0,7,0.2213,,25000.0,debt_consolidation,0.1398,36,0
LN-000800,42,41792.12,1,RENT,754,0.0982,0,7,0.285,81.2,8600.0,medical,0.077,60,0
LN-000801,31,81656.35,2,MORTGAGE,779,0.1603,0,4,0.3387,,15500.0,debt_consolidation,0.1027,36,0
LN-000802,28,84088.5,1,MORTGAGE,656,0.2383,1,11,0.4227,47.9,18000.0,debt_consolidation,0.1246,36,0
LN-000803,46,45964.17,10,MORTGAGE,677,0.154,0,7,0.1375,,8000.0,home_improvement,0.1425,36,0
LN-000804,46,41741.48,5,RENT,591,0.4805,0,13,0.2321,58.8,7600.0,debt_consolidation,0.1827,36,0
LN-000805,57,101720.89,1,MORTGAGE,655,0.4997,0,7,0.4064,39.8,21200.0,debt_consolidation,0.154,36,0
LN-000806,55,139870.14,2,RENT,834,0.246,0,8,0.5319,,25000.0,home_improvement,0.055,60,0
LN-000807,40,32871.54,10,RENT,740,0.2956,1,9,0.1984,78.4,18600.0,small_business,0.1176,60,0
LN-000808,27,44001.28,10,RENT,596,0.4023,0,11,0.64,54.4,13400.0,small_business,0.2086,36,1
LN-000809,38,63612.15,0,OWN,810,0.546,0,12,0.2946,,7300.0,medical,0.075,60,0
LN-000810,44,69006.74,5,MORTGAGE,711,0.3098,1,12,0.1389,,24300.0,debt_consolidation,0.1255,36,0
LN-000811,39,37668.53,1,MORTGAGE,746,0.1974,0,4,0.3406,37.6,5100.0,debt_consolidation,0.0851,60,0
LN-000812,35,159549.96,1,MORTGAGE,719,0.1793,0,3,0.2367,29.0,30500.0,home_improvement,0.1673,60,0
LN-000813,45,66387.04,10,RENT,713,0.6025,0,6,0.1849,,26100.0,car,0.1273,60,0
LN-000814,35,70886.13,10,RENT,520,0.169,0,9,0.1255,,19500.0,other,0.2186,36,0
LN-000815,34,148053.72,0,MORTGAGE,768,0.1638,0,11,0.2608,54.3,11700.0,debt_consolidation,0.055,36,0
LN-000816,45,39362.27,10,OWN,499,0.5226,1,9,0.3374,33.4,9000.0,debt_consolidation,0.219,60,1
LN-000817,37,48871.07,7,MORTGAGE,761,0.2471,1,12,0.312,28.4,13900.0,debt_consolidation,0.1048,36,0
LN-000818,44,24294.53,7,RENT,687,0.3791,2,12,0.2287,14.6,18600.0,home_improvement,0.1208,36,0
LN-000819,45,46471.28,7,OWN,746,0.3656,2,10,0.1413,,21600.0,debt_consolidation,0.0815,36,0
LN-000820,28,21091.88,3,RENT,692,0.0965,0,9,0.4856,39.3,15400.0,small_business,0.1366,36,0
LN-000821,36,80717.41,10,RENT,763,0.2168,0,9,0.3226,,19400.0,debt_consolidation,0.0681,60,1
LN-000822,59,66303.51,1,RENT,681,0.1256,1,9,0.0475,,31700.0,small_business,0.1328,60,0
LN-000823,28,43641.26,3,RENT,702,0.1464,0,14,0.194,,4500.0,home_improvement,0.1387,36,0
LN-000824,21,48520.7,2,MORTGAGE,712,0.1569,2,11,0.3796,69.6,33800.0,debt_consolidation,0.0996,36,0
LN-000825,21,81379.6,7,MORTGAGE,830,0.0991,1,7,0.5062,40.1,14000.0,debt_consolidation,0.055,36,0
LN-000826,42,26069.53,0,RENT,728,0.5864,1,13,0.4383,18.7,11800.0,debt_consolidation,0.1143,60,0
LN-000827,42,58250.08,3,RENT,574,0.28,0,6,0.325,8.5,15700.0,other,0.2054,36,1
LN-000828,40,78409.93,7,MORTGAGE,634,0.4775,1,8,0.1816,,34600.0,debt_consolidation,0.1351,60,0
LN-000829,56,17687.89,2,RENT,727,0.2545,0,12,0.5195,29.7,33000.0,debt_consolidation,0.0973,36,0
LN-000830,21,77727.38,1,RENT,780,0.5099,1,10,0.4165,17.6,29200.0,debt_consolidation,0.1043,60,0
LN-000831,46,18874.41,1,RENT,622,0.0486,0,6,0.2632,53.8,2100.0,small_business,0.1624,36,1
LN-000832,60,48023.38,7,OWN,850,0.061,0,16,0.312,,17600.0,debt_consolidation,0.055,36,0
LN-000833,28,25641.45,2,OWN,694,0.2692,0,9,0.2994,76.1,16700.0,car,0.1257,36,0
LN-000834,37,121631.1,2,RENT,713,0.2753,0,7,0.2068,62.2,17800.0,other,0.133,36,0
LN-000835,32,25738.09,5,MORTGAGE,579,0.4238,0,6,0.2445,,31300.0,debt_consolidation,0.1745,36,0
LN-000836,31,19146.71,10,OWN,769,0.2632,1,10,0.382,,24900.0,debt_consolidation,0.1094,36,0
LN-000837,38,55826.91,7,RENT,644,0.2747,1,9,0.2708,,8300.0,small_business,0.1348,60,0
LN-000838,59,40206.27,1,OWN,620,0.2647,0,4,0.2844,,7800.0,debt_consolidation,0.1911,60,0
LN-000839,64,20894.41,10,MORTGAGE,654,0.2734,1,9,0.1777,,10000.0,other,0.1568,60,0
LN-000840,37,70649.7,10,MORTGAGE,790,0.0657,1,7,0.4373,53.5,9600.0,debt_consolidation,0.071,36,0
LN-000841,64,15601.16,7,MORTGAGE,717,0.4084,3,14,0.3528,,6600.0,debt_consolidation,0.098,36,1
LN-000842,42,27674.19,3,RENT,608,0.4604,0,5,0.1452,,3100.0,home_improvement,0.1608,60,0
LN-000843,63,36492.76,0,MORTGAGE,637,0.1641,1,8,0.2987,56.7,21800.0,debt_consolidation,0.1359,36,0
LN-000844,40,83394.15,7,MORTGAGE,792,0.3133,0,5,0.2514,42.0,15500.0,debt_consolidation,0.077,60,0
LN-000845,43,112115.07,3,RENT,661,0.1412,1,8,0.65,18.2,2700.0,debt_consolidation,0.1405,36,0
LN-000846,46,99874.47,2,MORTGAGE,724,0.2459,1,10,0.1958,,19500.0,debt_consolidation,0.0896,60,0
LN-000847,75,47006.24,0,OWN,744,0.3525,0,10,0.2049,33.6,29800.0,other,0.0918,60,0
LN-000848,52,12011.44,1,OWN,406,0.4046,0,12,0.174,37.5,12400.0,home_improvement,0.28,60,1
LN-000849,33,65154.18,5,MORTGAGE,781,0.5942,1,3,0.65,45.8,30600.0,debt_consolidation,0.058,36,0
LN-000850,53,124535.27,0,RENT,611,0.3018,0,11,0.6224,71.7,14300.0,home_improvement,0.206,36,1
LN-000851,37,108041.88,5,RENT,651,0.1915,0,8,0.3786,21.6,23500.0,car,0.1477,60,0
LN-000852,36,68034.45,7,RENT,803,0.2563,0,5,0.2096,52.4,12200.0,car,0.055,60,0
LN-000853,52,25242.85,2,MORTGAGE,795,0.2831,0,10,0.1078,75.3,15900.0,small_business,0.0941,60,0
LN-000854,42,37602.12,0,MORTGAGE,719,0.2162,0,8,0.1843,,9900.0,debt_consolidation,0.0967,36,0
LN-000855,45,164437.96,1,OWN,738,0.2605,0,6,0.0891,18.1,11400.0,home_improvement,0.0712,36,0
LN-000856,42,22025.63,2,RENT,758,0.0589,0,9,0.1352,48.7,13800.0,medical,0.056,60,0
LN-000857,46,25881.8,7,OWN,794,0.0941,0,11,0.1812,,26100.0,home_improvement,0.055,36,0
LN-000858,47,90719.8,5,OWN,804,0.2302,1,8,0.3175,65.2,31100.0,car,0.055,36,0
LN-000859,21,39787.36,10,MORTGAGE,688,0.1543,0,9,0.3164,65.6,5300.0,home_improvement,0.1512,36,0
LN-000860,49,25360.47,10,OWN,621,0.503,0,9,0.3191,55.1,4000.0,debt_consolidation,0.1114,60,1
LN-000861,30,128898.78,1,RENT,659,0.2958,1,7,0.4958,32.4,32000.0,home_improvement,0.127,60,0
LN-000862,24,67957.21,5,RENT,690,0.3761,1,9,0.2161,,23000.0,debt_consolidation,0.1902,60,0
LN-000863,41,40983.27,3,RENT,675,0.2043,0,4,0.1294,17.5,16100.0,debt_consolidation,0.1363,36,0
LN-000864,43,25913.91,3,RENT,599,0.2886,1,9,0.1293,,5800.0,car,0.1704,36,1
LN-000865,33,176036.02,2,RENT,714,0.4074,1,7,0.1263,8.0,31800.0,medical,0.1119,36,0
LN-000866,51,50783.61,2,MORTGAGE,554,0.3554,0,6,0.3902,64.3,8600.0,medical,0.2298,36,1
LN-000867,25,119180.79,5,RENT,686,0.0067,0,11,0.1534,20.1,22200.0,small_business,0.0962,60,0
LN-000868,37,88095.8,5,RENT,691,0.0985,0,8,0.0957,14.7,7200.0,debt_consolidation,0.1537,36,0
LN-000869,34,37701.65,2,RENT,689,0.4465,1,10,0.3138,25.7,32400.0,home_improvement,0.1593,36,0
LN-000870,41,37882.15,0,MORTGAGE,748,0.5012,0,5,0.2044,,13700.0,debt_consolidation,0.0829,36,0
LN-000871,45,122735.75,5,OWN,737,0.1805,0,10,0.2648,,24800.0,home_improvement,0.0898,36,0
LN-000872,29,123934.74,7,RENT,850,0.4644,0,9,0.2777,49.3,16700.0,other,0.0723,60,0
LN-000873,50,16711.47,5,MORTGAGE,638,0.1724,0,7,0.1482,81.4,4000.0,debt_consolidation,0.1923,36,0
LN-000874,42,71672.91,0,OWN,702,0.1763,0,13,0.65,,20800.0,small_business,0.103,36,0
LN-000875,21,47919.18,2,MORTGAGE,697,0.0344,0,12,0.1916,7.4,17400.0,debt_consolidation,0.0877,60,0
LN-000876,21,27722.68,7,MORTGAGE,693,0.5935,0,5,0.0927,45.7,11800.0,debt_consolidation,0.1483,60,0
LN-000877,41,60297.6,7,MORTGAGE,578,0.1604,0,7,0.5398,8.0,20800.0,debt_consolidation,0.137,36,1
LN-000878,39,22930.93,0,OWN,585,0.1019,0,3,0.3589,34.9,21600.0,debt_consolidation,0.1945,36,1
LN-000879,40,38953.61,3,RENT,680,0.1342,0,4,0.0986,30.2,17600.0,debt_consolidation,0.1008,36,0
LN-000880,41,31917.69,3,MORTGAGE,553,0.1108,0,6,0.118,40.3,16700.0,home_improvement,0.1939,36,0
LN-000881,44,38182.22,5,RENT,653,0.1611,1,10,0.65,,5300.0,home_improvement,0.1337,36,1
LN-000882,53,49370.72,1,RENT,628,0.4578,0,3,0.1824,71.4,17600.0,medical,0.1761,36,0
LN-000883,28,28019.61,5,MORTGAGE,656,0.2646,0,9,0.1441,20.1,18800.0,debt_consolidation,0.145,36,0
LN-000884,27,132442.97,10,MORTGAGE,770,0.1855,0,9,0.4502,,16000.0,car,0.0738,60,0
LN-000885,28,69284.05,2,OWN,593,0.3833,0,9,0.6463,,32700.0,medical,0.1824,60,1
LN-000886,45,151257.33,2,OWN,749,0.3139,1,13,0.1305,,33300.0,debt_consolidation,0.13,36,0
LN-000887,56,46814.68,0,MORTGAGE,634,0.4036,0,12,0.3298,38.3,23400.0,car,0.1412,36,1
LN-000888,36,37076.03,0,MORTGAGE,644,0.5739,0,12,0.4404,69.6,8600.0,home_improvement,0.1695,36,0
LN-000889,21,148012.11,10,OWN,717,0.1049,0,7,0.1479,,34800.0,medical,0.0915,36,0
LN-000890,21,36430.59,10,RENT,658,0.0808,0,7,0.2395,44.9,30100.0,debt_consolidation,0.1354,60,0
LN-000891,32,46305.91,0,RENT,608,0.1552,0,7,0.1298,59.6,28700.0,medical,0.1516,36,1
LN-000892,35,79382.12,10,RENT,650,0.1607,1,9,0.2251,53.1,33200.0,home_improvement,0.1489,36,0
LN-000893,37,24522.95,1,MORTGAGE,537,0.3965,0,11,0.4185,13.7,21200.0,debt_consolidation,0.2233,36,1
LN-000894,42,78966.33,5,MORTGAGE,710,0.3136,0,5,0.3036,,3600.0,debt_consolidation,0.0924,36,0
LN-000895,38,73131.04,5,MORTGAGE,431,0.3101,0,11,0.184,25.8,13500.0,debt_consolidation,0.2745,36,1
LN-000896,54,110370.17,2,RENT,751,0.0835,0,8,0.2688,14.9,12600.0,small_business,0.0959,36,0
LN-000897,33,87906.3,3,MORTGAGE,729,0.0636,0,7,0.0866,60.5,6900.0,small_business,0.108,60,0
LN-000898,31,112418.86,5,MORTGAGE,808,0.337,0,7,0.1736,,24200.0,debt_consolidation,0.055,60,0
LN-000899,47,48230.5,1,OWN,850,0.2635,0,5,0.65,,16500.0,debt_consolidation,0.0592,60,0
LN-000900,23,30711.66,10,RENT,754,0.1276,0,7,0.3404,52.5,30800.0,debt_consolidation,0.0834,36,0
LN-000901,46,182771.36,1,MORTGAGE,629,0.2492,2,4,0.4625,68.2,20100.0,debt_consolidation,0.1527,36,0
LN-000902,43,20619.3,0,MORTGAGE,850,0.1282,0,6,0.1709,35.8,14800.0,debt_consolidation,0.055,36,0
