age,annual_income,employment_length,credit_score,credit_utilization,num_delinquencies,num_credit_lines,debt_to_income,months_since_last_delinq,loan_amount,interest_rate,loan_term,log_annual_income,log_loan_amount,log_dti,loan_to_income_ratio,monthly_payment_est,payment_to_income,utilization_x_delinq,credit_score_x_utilization,has_delinquency_history,credit_score_bin,dti_bin,age_bin,home_ownership_OWN,home_ownership_RENT,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_medical,loan_purpose_other,loan_purpose_small_business,default
34,29519.52,1,593,0.4398,0,10,0.1937,21.8,32400.0,0.1777,36,10.292840893735415,10.385944565501662,0.17705772711885562,1.0975788224198768,1167.6,0.4746418640953511,0.0,260.8014,1,1,1,1,0,1,0,1,0,0,0,0
37,77908.06,3,667,0.3245,0,7,0.5214,0.0,2400.0,0.1559,36,11.263297528048678,7.783640596221253,0.4196309635810637,0.03080554181428725,83.89,0.012921384514002788,0.0,216.44150000000002,0,1,3,1,0,0,1,0,0,0,0,0
39,53701.31,7,507,0.2862,0,7,0.2457,0.0,27900.0,0.2333,36,10.891211296331539,10.236417809461043,0.21969762090990994,0.5195403985489367,1084.81,0.24240972892467616,0.0,145.1034,0,0,1,1,0,1,0,0,0,0,1,1
54,71567.0,3,701,0.7729,3,10,0.1801,0.0,5100.0,0.1686,36,11.17840332567263,8.537191877922927,0.165599180649566,0.0712618944485587,181.47,0.030427990554305753,2.3187,541.8029,0,2,1,2,0,1,0,0,0,0,1,0
44,17106.52,3,675,0.2026,1,9,0.2302,65.5,22800.0,0.1194,60,9.747273411903858,10.034559673629849,0.20717675779213085,1.3328251450324204,506.48,0.355289094450537,0.2026,136.755,1,2,1,2,0,1,1,0,0,0,0,0
50,62310.51,5,777,0.0392,1,8,0.4213,17.0,32300.0,0.1007,60,11.039901438914995,10.382853468483827,0.3515719457628291,0.5183716198118102,687.39,0.13238023569378582,0.0392,30.458399999999997,1,3,2,2,1,0,0,0,0,1,0,1
47,77079.76,7,695,0.1671,0,12,0.2471,62.4,10800.0,0.1281,60,11.252608982365528,9.287394001418473,0.22082085594456438,0.14011460336669446,244.68,0.038092490168625336,0.0,116.1345,1,2,1,2,0,1,0,0,0,0,1,0
35,66410.67,1,699,0.0803,0,10,0.2178,59.0,7500.0,0.0718,36,11.103628073033821,8.922791623969637,0.19704595219233664,0.11293365960620486,232.2,0.04195711321689723,0.0,56.1297,1,2,1,1,0,1,1,0,0,0,0,0
50,39245.08,3,660,0.0989,0,8,0.4262,20.4,29200.0,0.1268,36,10.577606845611488,10.281958234245314,0.35501356461206623,0.7440423105265679,979.37,0.2994627606823581,0.0,65.274,1,1,2,2,0,1,1,0,0,0,0,0
31,34420.66,3,616,0.2514,0,7,0.5977,0.0,4100.0,0.1694,36,10.44644129637716,8.31898612539206,0.4685650950513888,0.11911450855387432,146.05,0.05091709455890735,0.0,154.8624,0,1,3,1,0,1,0,0,1,0,0,1
22,127369.34,1,729,0.2907,1,7,0.3385,12.9,24900.0,0.1265,60,11.754854184968638,10.122663242288953,0.2915495839782702,0.19549445730032047,562.1,0.05295779973422176,0.2907,211.9203,1,2,2,0,0,1,1,0,0,0,0,0
43,98350.42,0,581,0.188,0,8,0.1059,32.7,34300.0,0.1861,36,11.496302261943784,10.442929787247998,0.10065948309917724,0.3487529590620965,1250.55,0.15258297829333112,0.0,109.228,1,1,0,2,0,1,1,0,0,0,0,0
52,46489.45,0,688,0.1904,2,10,0.4468,0.0,24000.0,0.0996,60,10.747002194138751,10.085850775128717,0.36935422109580585,0.5162461590748009,509.46,0.13150338410112403,0.3808,130.9952,0,2,2,2,0,1,0,0,0,1,0,1
23,40079.25,5,677,0.421,1,10,0.65,25.9,11000.0,0.142,60,10.598638973264244,9.305741456739435,0.5007752879124893,0.27445623358720533,257.09,0.0769744942832014,0.421,285.017,1,2,3,0,0,0,1,0,0,0,0,1
23,48265.11,3,499,0.2646,0,5,0.21,0.0,9700.0,0.2324,36,10.784484937049966,9.179984251961283,0.19062035960864973,0.20097333249628976,376.7,0.09365771672332249,0.0,132.0354,0,0,1,0,0,0,1,0,0,0,0,1
44,49691.34,0,620,0.1554,2,7,0.1776,54.5,31200.0,0.1619,60,10.81360607545779,10.348205424565993,0.16347846899247476,0.6278760041488115,761.88,0.18398698847726788,0.3108,96.34800000000001,1,1,1,2,0,1,0,0,0,0,0,1
40,18912.42,0,689,0.0664,0,11,0.2703,67.0,18900.0,0.0942,36,9.847627001989485,9.846970109700957,0.23925309304727796,0.9993432886959999,604.72,0.38369706256523495,0.0,45.7496,1,2,1,1,0,1,0,0,1,0,0,0
21,9427.51,7,694,0.2239,1,14,0.3126,11.1,26700.0,0.1021,36,9.151493356780511,10.192456296870509,0.2720099030574853,2.832137011787842,864.17,1.099976557967056,0.2239,155.3866,1,2,2,0,0,0,1,0,0,0,0,0
63,42311.38,1,648,0.2701,1,5,0.65,0.0,11000.0,0.1253,60,10.65283499360925,9.305741456739435,0.5007752879124893,0.2599773394297232,247.65,0.07023642339247739,0.2701,175.0248,0,1,3,3,0,1,1,0,0,0,0,1
55,20290.12,3,531,0.3575,0,4,0.2462,0.0,5100.0,0.188,60,9.917938630902135,8.537191877922927,0.22009892112798457,0.25135386089387346,131.74,0.07791378266860917,0.0,189.83249999999998,0,0,1,2,0,0,1,0,0,0,0,1
60,24868.14,10,764,0.3573,0,6,0.1834,68.9,34800.0,0.0687,36,10.121382956384517,10.457401400981889,0.16839165126045666,1.3993808945904278,1072.46,0.5175103566249829,0.0,272.9772,1,3,1,3,1,0,0,0,0,0,1,0
46,58284.3,2,617,0.2293,0,6,0.1755,0.0,30300.0,0.1704,36,10.973105196462587,10.318935994253193,0.16169358899798714,0.5198655555612747,1080.88,0.22253951750299822,0.0,141.4781,0,1,1,2,0,1,0,0,0,0,0,0
44,257273.99,5,542,0.2394,0,5,0.1726,19.1,13700.0,0.1962,36,12.457900791835376,9.525224101853109,0.15922350554797765,0.05325062203139929,506.49,0.023624152600890593,0.0,129.7548,1,0,1,2,0,0,1,0,0,0,0,0
35,33591.89,7,772,0.1437,0,13,0.3682,35.7,28800.0,0.0876,36,10.422069716416487,10.268165387743457,0.3134960073447606,0.8573497948463156,912.62,0.3260144040719352,0.0,110.93639999999999,1,3,2,1,0,0,0,0,0,1,0,0
65,56777.06,10,700,0.3023,1,10,0.4391,35.4,32700.0,0.1084,36,10.94690526248306,10.39516093745751,0.3640179181939909,0.5759368308256891,1068.08,0.22574187532781725,0.3023,211.61,1,2,2,3,0,0,1,0,0,0,0,1
66,26380.4,10,671,0.3085,0,6,0.1517,82.3,25100.0,0.1348,60,10.180414495371076,10.130662964963708,0.14123911169272468,0.9514639656714833,577.29,0.262599505693621,0.0,207.0035,1,2,1,3,0,1,1,0,0,0,0,0
38,21557.8,3,711,0.2475,0,12,0.2491,24.2,21800.0,0.0567,60,9.978539364846847,9.989711119284745,0.22242329198972652,1.0112349126534248,418.12,0.2327436009240275,0.0,175.9725,1,2,1,1,0,0,0,0,0,0,1,0
48,21841.29,10,709,0.2287,0,7,0.1446,75.0,10000.0,0.0858,36,9.991603277841953,9.210440366976517,0.13505523099286484,0.4578484146311871,316.05,0.17364358973302402,0.0,162.14829999999998,1,2,0,2,0,0,0,0,0,0,1,0
21,65014.5,7,678,0.4753,1,10,0.3432,0.0,4400.0,0.1229,36,11.082380981988802,8.38958706681109,0.29505482678119405,0.06767721046843396,146.75,0.027086265371570956,0.4753,322.2534,0,2,2,0,0,1,0,0,0,0,0,0
23,73825.05,1,708,0.5045,0,10,0.4307,63.6,31600.0,0.1284,36,11.209466929335226,10.360944044643913,0.3581638349901513,0.428038992184902,1062.3,0.17267309673342582,0.0,357.186,1,2,2,0,0,1,1,0,0,0,0,0
46,39317.67,7,850,0.2469,2,11,0.3103,0.0,20100.0,0.055,36,10.579454748663592,9.908524844053396,0.27025611862840254,0.5112205275643241,606.94,0.18524190268650204,0.4938,209.865,0,4,2,2,0,1,0,0,0,0,1,0
36,159434.25,2,564,0.0822,1,13,0.4,0.0,20700.0,0.1811,36,11.979393162671693,9.937937287265354,0.33647223662121295,0.12983408521067463,749.5,0.0564119691973337,0.0822,46.3608,0,0,2,1,0,1,1,0,0,0,0,1
34,18821.69,0,723,0.4896,0,5,0.2327,0.0,24500.0,0.1154,36,9.842818335975362,10.106469212026385,0.20920688557533668,1.3016896994903222,808.38,0.5153926135219526,0.0,353.9808,0,2,1,1,0,1,0,1,0,0,0,0
60,35690.94,7,527,0.4833,0,8,0.2471,36.0,31800.0,0.196,36,10.482680171969655,10.367253014814716,0.22082085594456438,0.8909824173865972,1175.33,0.3951691941988638,0.0,254.69910000000002,1,0,1,3,0,1,1,0,0,0,0,1
65,60626.57,7,697,0.5815,0,8,0.1632,48.4,27200.0,0.1068,36,11.012505019093856,10.211009016314167,0.15117482779711788,0.44864817521426664,886.38,0.17544386891753896,0.0,405.3055,1,2,1,3,0,1,1,0,0,0,0,0
39,49401.98,3,669,0.4001,0,5,0.2451,8.1,14100.0,0.112,60,10.807766025243241,9.55400099583723,0.2192158479762298,0.28541366155769465,307.98,0.07480995700982025,0.0,267.6669,1,1,1,1,0,0,1,0,0,0,0,0
51,120543.28,7,764,0.2322,1,8,0.2387,20.3,11800.0,0.0916,36,11.699772433292361,9.375939552625749,0.21406244257801718,0.09789015198524546,376.12,0.03744248538782088,0.2322,177.4008,1,3,1,2,0,0,0,0,1,0,0,0
47,29275.87,0,667,0.1544,1,11,0.374,9.9,30100.0,0.1533,60,10.284553063454048,10.31231367277647,0.3177261938001576,1.028150487073484,721.3,0.29565645700708465,0.1544,102.9848,1,1,2,2,0,1,1,0,0,0,0,0
61,50914.69,10,652,0.3874,0,15,0.3303,0.0,6600.0,0.1363,60,10.837926406512366,8.79497643168877,0.28540448070772295,0.1296286003116193,152.31,0.03589769475175043,0.0,252.5848,0,1,2,3,0,1,0,1,0,0,0,0
50,17642.8,1,666,0.5455,0,6,0.3758,41.7,10900.0,0.1125,36,9.778139725862466,9.296609807128359,0.3190353801097767,0.6178157662049109,358.14,0.24359398734894686,0.0,363.303,1,1,2,2,0,0,1,0,0,0,0,0
21,46289.53,0,722,0.291,1,8,0.1296,65.4,19800.0,0.082,36,10.74269268351691,9.893487720457795,0.12186358775684057,0.4277425154241143,622.29,0.16132114540804368,0.291,210.10199999999998,1,2,0,0,0,1,0,1,0,0,0,0
30,11249.43,2,767,0.2242,2,5,0.1184,36.8,27000.0,0.0686,60,9.328161629124338,10.203629181337648,0.11189909249740876,2.400121606161379,532.85,0.568402132374707,0.4484,171.9614,1,3,0,0,0,0,1,0,0,0,0,0
37,118239.03,10,641,0.1343,0,7,0.2115,29.1,26400.0,0.1667,60,11.680471989903241,10.181157167204903,0.19185926127444336,0.22327652721778926,651.43,0.06611319460249293,0.0,86.08630000000001,1,1,1,1,1,0,0,0,1,0,0,0
23,32633.47,0,660,0.268,1,7,0.4813,27.4,28300.0,0.1647,36,10.393124370704564,10.250652418696085,0.3929200806058694,0.8672078084249085,1001.52,0.36827956083125696,0.268,176.88000000000002,1,1,3,0,1,0,1,0,0,0,0,1
45,58249.91,7,627,0.3727,0,10,0.217,0.0,32200.0,0.1686,36,10.972514993623516,10.379752786950895,0.19638881400539013,0.5527905536678082,1145.78,0.23604087971981413,0.0,233.6829,0,1,1,2,0,1,1,0,0,0,0,0
39,28702.7,0,542,0.1437,1,7,0.3786,33.6,13400.0,0.2111,36,10.264781313298888,9.503084610020228,0.32106849146941435,0.46685503454378857,505.6,0.21138081086448313,0.1437,77.88539999999999,1,0,2,1,0,1,0,0,0,1,0,1
55,33011.77,5,699,0.0972,0,7,0.2539,0.0,27200.0,0.0787,36,10.404649735292123,10.211009016314167,0.2262586942143551,0.823948549259855,850.72,0.30924243080573993,0.0,67.94279999999999,0,2,1,2,0,1,1,0,0,0,0,1
45,20175.24,1,751,0.2512,1,12,0.4344,0.0,12900.0,0.0758,60,9.912260953455126,9.465060106725137,0.3607466433087861,0.6393975982441844,258.98,0.15403831627281755,0.2512,188.6512,0,3,2,2,0,0,0,0,1,0,0,0
56,74217.78,2,807,0.3362,0,9,0.1844,0.0,11100.0,0.0731,36,11.214772496861597,9.314790473332646,0.16923631724529917,0.14955984940535813,344.31,0.05567021810676633,0.0,271.3134,0,4,1,2,0,1,0,0,0,0,1,0
41,159745.01,3,730,0.2842,1,7,0.4774,45.0,5500.0,0.0651,36,11.981340395402041,8.612685172875459,0.3902837861125003,0.034429870454169426,168.59,0.012664433148803833,0.2842,207.466,1,2,3,1,0,0,1,0,0,0,0,0
21,122178.69,2,810,0.4915,0,2,0.2055,5.1,20600.0,0.055,36,11.713248108960402,9.933094897288786,0.18689441863908868,0.1686055072287974,622.04,0.06109477847568998,0.0,398.115,1,4,1,0,0,0,0,0,0,1,0,0
23,36179.3,2,688,0.0946,0,14,0.1964,35.8,32100.0,0.1209,36,10.496270050788873,10.376642461280849,0.17931704777365592,0.8872476803033779,1067.56,0.3540897695643641,0.0,65.0848,1,2,1,0,0,1,1,0,0,0,0,0
46,62817.82,10,666,0.2929,1,8,0.2669,0.0,9800.0,0.1287,60,11.048009989089412,9.19023970026918,0.23657297162587054,0.15600668727440717,222.33,0.042471387895982385,0.2929,195.07139999999998,0,1,1,2,0,1,1,0,0,0,0,0
46,29945.07,2,593,0.6567,0,10,0.3214,0.0,2200.0,0.1494,60,10.307153376235838,7.696667081526462,0.27869178061364824,0.0734678529721253,52.27,0.020946352771925397,0.0,389.4231,0,1,2,2,1,0,0,0,0,1,0,1
47,49315.18,10,845,0.4095,0,5,0.1286,3.0,22000.0,0.055,60,10.80600750091284,9.99884318585288,0.12097792655290264,0.44611010240660176,420.23,0.10225573545508705,0.0,346.0275,1,4,0,2,0,0,0,0,0,0,1,0
40,54238.66,0,601,0.305,0,9,0.2488,0.0,24000.0,0.1357,36,10.901167654158053,10.085850775128717,0.22218309021908525,0.4424888077987177,815.26,0.18037171272299132,0.0,183.305,0,1,1,1,1,0,1,0,0,0,0,1
32,37158.39,10,733,0.4288,3,9,0.0924,6.3,25400.0,0.1007,36,10.5229717772925,10.142543822310387,0.08837711061741288,0.68356029418928,820.42,0.26494797002776493,1.2864,314.3104,1,2,0,1,1,0,0,0,0,1,0,0
59,14499.44,5,595,0.0631,0,11,0.2354,0.0,8200.0,0.1234,36,9.581934272775857,9.012011377036412,0.2113948042796617,0.5655390828887185,273.69,0.22651081696948297,0.0,37.5445,0,1,1,3,0,1,1,0,0,0,0,0
27,106080.65,1,782,0.2332,0,9,0.1616,56.0,12800.0,0.0718,36,11.571964359597365,9.45727857185611,0.14979836508839459,0.12066291071934421,396.28,0.044827779618620354,0.0,182.36239999999998,1,3,1,0,0,1,0,0,1,0,0,0
45,37420.25,5,661,0.4584,0,9,0.1073,0.0,21900.0,0.1873,36,10.529994003866632,9.994287576862567,0.10192461972192554,0.5852446202256799,799.78,0.2564750369118325,0.0,303.00239999999997,0,1,0,2,0,1,1,0,0,0,0,0
35,110551.94,5,733,0.2592,0,5,0.645,0.0,21800.0,0.1297,36,11.613249780233192,9.989711119284745,0.49774038421733524,0.19719237853266075,734.21,0.0796957520600724,0.0,189.9936,0,2,3,1,0,0,1,0,0,0,0,0
37,92754.41,5,637,0.2664,1,13,0.5115,47.8,12700.0,0.1254,60,11.437721307609591,9.44943600950432,0.41310253523737567,0.13692071352725976,285.98,0.03699834864994559,0.2664,169.69680000000002,1,1,3,1,0,1,1,0,0,0,0,0
33,103769.57,7,703,0.285,0,6,0.3056,0.0,16600.0,0.1422,60,11.549937683501266,9.717218213494077,0.26666270522770547,0.15996982545075591,388.15,0.04488599114364644,0.0,200.355,0,2,2,1,0,1,0,0,0,0,1,0
51,42089.11,5,692,0.042,0,6,0.5241,17.1,30500.0,0.103,60,10.647568075208575,10.32551474894327,0.4214040719096669,0.7246530040668477,652.55,0.1860481250375691,0.0,29.064,1,2,3,2,0,1,0,0,1,0,0,0
55,114533.93,2,674,0.6256,0,11,0.325,36.0,33700.0,0.1586,36,11.648635120955596,10.425282789490705,0.28141245943818555,0.2942359526124704,1182.46,0.12388922653749856,0.0,421.6544,1,2,2,2,0,1,0,0,1,0,0,0
37,57486.98,7,623,0.512,0,5,0.3157,33.9,32000.0,0.1828,36,10.959331161454548,10.373522431293592,0.27436884338965545,0.5566477835502925,1161.38,0.24242985107236456,0.0,318.976,1,1,2,1,1,0,1,0,0,0,0,0
27,55020.37,5,540,0.2426,0,13,0.3718,0.0,30300.0,0.2043,36,10.915476934204916,10.318935994253193,0.31612374608308397,0.5507051297546708,1132.71,0.24704523070273793,0.0,131.00400000000002,0,0,2,0,0,1,1,0,0,0,0,0
50,37524.17,5,616,0.4221,4,5,0.1533,61.2,12100.0,0.1789,60,10.532767186804525,9.401043372798053,0.14262739824975598,0.32245883120132973,306.54,0.0980296166444188,1.6884,260.0136,1,1,1,2,0,1,1,0,0,0,0,0
37,68468.79,5,799,0.4204,0,10,0.3696,0.0,10000.0,0.082,60,11.134147905073746,9.210440366976517,0.3145187264053406,0.14605194571132338,203.72,0.03570444285637296,0.0,335.8996,0,3,2,1,0,0,1,0,0,0,0,0
42,19157.83,2,615,0.1507,0,5,0.3739,41.5,10200.0,0.1602,36,9.860518984942162,9.23024103368252,0.31765341094776545,0.5324193815270309,358.7,0.22468097900440706,0.0,92.6805,1,1,2,2,0,0,1,0,0,0,0,1
31,26182.43,5,546,0.2558,0,6,0.65,7.0,11900.0,0.1755,36,10.17288204692482,9.38437770918244,0.5007752879124893,0.45450326803127133,427.53,0.1959466711073036,0.0,139.66680000000002,1,0,3,1,1,0,0,0,1,0,0,1
43,122069.46,2,689,0.3451,1,3,0.2698,0.0,26400.0,0.1363,60,11.712353697986392,10.181157167204903,0.23885940775421247,0.21627031036264105,609.23,0.05989016417374174,0.3451,237.77390000000003,0,2,1,2,0,0,0,0,1,0,0,0
45,38152.72,5,627,0.5006,0,7,0.3652,56.2,16400.0,0.1987,60,10.549378541788448,9.70509758756311,0.311300938050415,0.4298513972267246,433.31,0.13628700653583806,0.0,313.87620000000004,1,1,2,2,0,1,0,1,0,0,0,1
45,39583.44,5,765,0.1506,2,5,0.2656,51.8,9800.0,0.1004,36,10.5861913907327,9.19023970026918,0.23554631803125237,0.24757828021010805,316.4,0.09591889941854471,0.3012,115.209,1,3,1,2,0,1,1,0,0,0,0,0
29,123934.74,7,850,0.4644,0,9,0.2777,49.3,16700.0,0.0723,60,11.72751848445532,9.723223876851618,0.24506158661514044,0.13474833610011203,332.5,0.03219436293649383,0.0,394.74,1,4,1,0,0,1,0,0,0,1,0,0
37,77180.66,3,726,0.2543,0,7,0.4175,0.0,34700.0,0.0863,60,11.253917143023049,10.454523783963511,0.3488947566197701,0.4495944968597055,714.1,0.11102781448098525,0.0,184.6218,0,2,2,1,0,1,0,0,0,0,0,0
42,103685.95,1,610,0.1902,0,7,0.2957,0.0,29500.0,0.1701,36,11.549131542518492,10.292179440058462,0.2590510896526281,0.2845129933226247,1051.9,0.12174069871568909,0.0,116.022,0,1,1,2,0,1,0,0,0,0,0,0
45,69811.82,10,769,0.1997,1,8,0.4104,0.0,27400.0,0.0912,36,11.153572939507407,10.21833478806055,0.3438733521015234,0.39248367969779324,872.84,0.15003304597989278,0.1997,153.5693,0,3,2,2,0,0,0,1,0,0,0,0
52,35437.76,7,727,0.2712,0,9,0.4781,4.0,34700.0,0.1303,36,10.47556141539358,10.454523783963511,0.39075747923589005,0.9791815284036011,1169.68,0.39607921042413513,0.0,197.1624,1,2,3,2,0,0,0,1,0,0,0,0
46,51869.69,3,680,0.5172,0,4,0.5915,0.0,14300.0,0.1261,60,10.856509169743955,9.568084743872936,0.4646769677400105,0.2756908707185256,322.52,0.07461467381046619,0.0,351.69599999999997,0,2,3,2,0,1,1,0,0,0,0,0
48,19613.64,2,647,0.361,0,11,0.2378,16.9,3100.0,0.1945,60,9.884031505174184,8.03947991910045,0.2133356103231241,0.15805327313033177,81.19,0.049673594498522454,0.0,233.56699999999998,1,1,1,2,0,1,0,0,0,1,0,0
42,142417.67,10,556,0.1934,0,10,0.2789,0.0,23400.0,0.2056,36,11.866526378916468,10.060534035475412,0.2460003334571373,0.16430545451277218,876.32,0.0738380286659654,0.0,107.5304,0,0,1,2,0,1,0,0,0,0,1,0
39,56462.44,7,576,0.0054,0,9,0.3582,18.9,29000.0,0.1958,60,10.941348628042123,10.275085591132715,0.306160293697554,0.513615777143177,761.56,0.16185485430668597,0.0,3.1104000000000003,1,0,2,1,0,1,1,0,0,0,0,0
49,159412.08,10,793,0.2422,1,12,0.148,0.0,19900.0,0.0947,60,11.979254099688138,9.898525260706313,0.1380212978973747,0.12483370143592633,417.65,0.031439273610883195,0.2422,192.0646,0,3,0,2,0,1,1,0,0,0,0,0
42,73502.93,0,642,0.1647,2,7,0.2317,0.0,3500.0,0.1126,60,11.205094153159246,8.160803920954665,0.20839532896530152,0.04761714941159489,76.55,0.012497460985568875,0.3294,105.73740000000001,0,1,1,2,0,1,0,0,0,0,1,0
27,99346.32,2,657,0.0232,0,10,0.4386,0.0,20700.0,0.1183,60,11.506377272276413,9.937937287265354,0.3636704184511188,0.2083620208579442,458.68,0.05540376332007063,0.0,15.242399999999998,0,1,2,0,0,0,1,0,0,0,0,0
49,92658.48,1,656,0.4423,0,10,0.4503,29.9,25600.0,0.1804,36,11.436686547040367,10.150386692204734,0.3717704315840673,0.27628340115227445,926.02,0.11992685396954493,0.0,290.1488,1,1,3,2,0,1,0,0,0,0,0,1
31,95954.28,1,685,0.1197,0,7,0.3922,0.0,21500.0,0.1482,36,11.471637528582585,9.975854724662028,0.330885229752429,0.2240650443106863,743.41,0.09297052721358547,0.0,81.9945,0,2,2,1,0,1,1,0,0,0,0,0
27,22353.59,1,655,0.2022,0,10,0.4282,33.9,15500.0,0.1531,60,10.014786948083879,9.648659816955295,0.3564149101328726,0.6934009257573392,371.27,0.1993075832562018,0.0,132.441,1,1,2,0,0,1,0,0,0,0,0,1
26,36492.76,10,786,0.5493,0,6,0.1933,0.0,9300.0,0.0713,60,10.504896566051334,9.137877200242468,0.17672257839347297,0.2548450706386691,184.72,0.06074191154629027,0.0,431.7498,0,3,1,0,0,0,1,0,0,0,0,0
29,27312.01,0,746,0.312,0,7,0.1869,23.6,26600.0,0.1089,60,10.215118424432491,10.188704088048116,0.17134486608032246,0.9739305162820313,576.89,0.25346651528027414,0.0,232.752,1,3,1,0,0,1,0,0,0,0,1,0
42,47435.85,10,546,0.3604,0,5,0.0791,0.0,4100.0,0.2178,60,10.76715463180432,8.31898612539206,0.0761273603875509,0.0864325188649513,112.73,0.028517671760915006,0.0,196.7784,0,0,0,2,0,0,1,0,0,0,0,0
59,61625.06,0,611,0.1141,2,9,0.236,69.4,9300.0,0.1689,36,11.028840112008417,9.137877200242468,0.211880359035499,0.15091263197147395,331.06,0.06446598185867893,0.2282,69.71509999999999,1,1,1,3,0,0,0,0,1,0,0,0
28,37478.04,2,653,0.3672,0,6,0.1899,12.8,8200.0,0.172,36,10.531537122363703,9.012011377036412,0.17386926997897076,0.21879479289738737,293.17,0.09386936990301521,0.0,239.78160000000003,1,1,1,0,0,1,0,0,0,1,0,1
48,60218.71,1,805,0.4252,0,10,0.5164,17.4,6300.0,0.055,36,11.005754986348274,8.748463629942055,0.4163391046600427,0.10461864759308195,190.23,0.03790781967929901,0.0,342.286,1,4,3,2,0,1,0,0,0,1,0,0
47,88022.78,0,657,0.2811,1,8,0.2723,0.0,13000.0,0.1486,36,11.385362284228258,9.472781556562168,0.24082628616651766,0.14768904140496358,449.76,0.06131503685750438,0.2811,184.6827,0,1,1,2,0,1,1,0,0,0,0,0
49,71093.95,2,667,0.1495,0,10,0.358,70.2,18900.0,0.1626,36,11.171771586545889,9.846970109700957,0.3060130291365044,0.2658454059733634,666.9,0.11256654047214988,0.0,99.7165,1,1,2,2,0,1,0,0,0,0,1,0
39,75619.59,3,758,0.4361,1,10,0.1221,63.9,7900.0,0.085,36,11.233483879583225,8.974744612722734,0.11520192968868352,0.10447028342787894,249.38,0.03957387232594094,0.4361,330.5638,1,3,0,1,0,0,1,0,0,0,0,0
41,34025.58,10,651,0.3892,0,6,0.4299,71.8,27400.0,0.118,60,10.43489726288532,10.21833478806055,0.3576045117566645,0.8052765007973413,606.73,0.21397901226077556,0.0,253.3692,1,1,2,1,0,1,0,0,0,0,1,0
34,44767.7,7,724,0.3345,0,7,0.1844,27.1,3600.0,0.123,36,10.709264513511656,8.188966863648876,0.16923631724529917,0.08041512072319999,120.09,0.03219017282549696,0.0,242.17800000000003,1,2,1,1,1,0,0,1,0,0,0,0
43,15899.27,1,658,0.3055,0,6,0.2258,82.4,11700.0,0.1186,36,9.674091369196221,9.367429587218957,0.20359369206949432,0.7358828424198092,387.83,0.2927153259237688,0.0,201.019,1,1,1,2,0,1,0,0,0,0,0,0
49,89728.07,2,583,0.0716,0,11,0.42,0.0,7200.0,0.2022,36,11.404550075811779,8.881975184248867,0.3506568716131694,0.08024244809901739,268.39,0.03589378440882546,0.0,41.742799999999995,0,1,2,2,0,1,0,0,0,1,0,0
59,32552.25,5,737,0.2058,0,5,0.2682,0.0,6500.0,0.0818,36,10.390632489042565,8.77971129020447,0.2375985722837942,0.19967897764363446,204.23,0.07528696173075594,0.0,151.6746,0,2,1,3,0,0,0,0,0,1,0,0
25,41613.34,10,672,0.478,0,5,0.2086,30.4,9900.0,0.1404,60,10.636200098388445,9.200391041122515,0.1894626649453211,0.23790447966925993,230.56,0.06648637191823584,0.0,321.216,1,2,1,0,0,0,0,0,1,0,0,1
38,39919.13,7,777,0.2055,0,13,0.65,39.6,16500.0,0.0751,36,10.594635986933124,9.711176264112805,0.5007752879124893,0.4133356613733817,513.33,0.15431097822021675,0.0,159.6735,1,3,3,1,0,1,0,0,0,0,1,1
47,67794.68,7,640,0.152,1,4,0.2777,0.0,23300.0,0.1521,60,11.124253755084325,10.056251557087757,0.24506158661514044,0.3436847847058206,556.88,0.09857056630402268,0.152,97.28,0,1,1,2,0,1,1,0,0,0,0,0
52,36884.58,0,704,0.1812,0,8,0.1748,42.5,15000.0,0.0754,36,10.515575967744049,9.61587214452889,0.16109792034232795,0.40667400848809987,466.87,0.15189111547427137,0.0,127.5648,1,2,1,2,0,1,0,0,0,0,0,0
45,44753.93,5,583,0.4009,0,12,0.3217,0.0,11000.0,0.1891,36,10.708956885232762,9.305741456739435,0.278918786781624,0.2457884704203631,402.72,0.10798247215384213,0.0,233.72469999999998,0,1,2,2,0,1,1,0,0,0,0,0
29,44572.34,3,686,0.1252,0,4,0.1597,19.8,9300.0,0.1502,60,10.704891201432172,9.137877200242468,0.14816135098052052,0.2086495795374441,221.34,0.05959031991589404,0.0,85.8872,1,2,1,0,1,0,0,1,0,0,0,0
49,77638.77,10,666,0.4167,0,12,0.249,0.0,25900.0,0.165,36,11.259835074888038,10.16203685698089,0.22234323114344062,0.33359621745681955,916.97,0.1417286749906007,0.0,277.5222,0,1,1,2,1,0,0,0,0,0,1,0
26,37872.43,0,748,0.0644,0,8,0.3836,0.0,31600.0,0.0852,36,10.542005089807292,10.360944044643913,0.32468879808087664,0.8343800490224683,997.83,0.31616561176560365,0.0,48.1712,0,3,2,0,0,1,0,0,0,0,1,0
58,18556.32,3,616,0.0449,1,4,0.3157,0.0,23900.0,0.1603,36,9.828619599362282,10.081675578048475,0.27436884338965545,1.2879708907800684,840.61,0.5436056287022427,0.0449,27.6584,0,1,2,3,0,0,0,0,1,0,0,0
46,65900.8,2,626,0.3023,0,9,0.2045,0.0,11500.0,0.1506,36,11.095921034229866,9.350189267092581,0.18606454307278897,0.1745047101097407,398.99,0.0726528357774109,0.0,189.2398,0,1,1,2,1,0,1,0,0,0,0,0
